product_name,original_price,sale_price,discount_percent,savings_amount,url,site,brand,rating,search_query,found_at
OSCAR Forever Aqua Luxury Long Lasting Eau de Parfum,1149.0,185.0,83.9,964.0,https://www.flipkart.com/search?q=perfumes,flipkart.com,OSCAR,0.0,perfumes,2025-06-04 00:19:53
